name,ratings,reviews,companytype,locations,Highly_Rated_For,Critically_Rated_For
BAXY,4.0,574,Auto Components,Bhiwadi +38 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction",
Solara Active Pharma Sciences,3.7,557,Pharma,Chennai +19 other locations,"Promotions / Appraisal, Company Culture, Salary & Benefits",
Congruex Asia Pacific,3.7,557,Engineering & Construction,Sahibzada Ajit Singh Nagar +24 other locations,"Company Culture, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
BUSINESSNEXT,3.5,556,Software Product,Noida +9 other locations,"Work Satisfaction, Promotions / Appraisal, Skill Development / Learning",
Mahendra NextWealth IT,3.4,556,IT Services & Consulting,Salem +26 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Titan Engineering & Automation,3.8,556,Engineering & Construction,Hosur +18 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Work Life Balance"
Laxmi Organic Industries,3.8,556,Chemicals,Mahad +19 other locations,Promotions / Appraisal,
Renault,4.1,554,Automobile,Chennai +149 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Harman Finochem,3.6,554,Pharma,Chhatrapati Sambhajinagar +15 other locations,"Company Culture, Promotions / Appraisal, Work Satisfaction",
Artemis Hospitals,4.2,554,Healthcare,Gurugram +20 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
MITS Global Consulting,4.5,555,Recruitment,Mumbai +12 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Courtyard by Marriott,4.2,554,Hospitality,Mumbai +41 other locations,"Job Security, Company Culture, Skill Development / Learning",
Z X Learning,4.3,553,EdTech,Lucknow +89 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Prestige Group,4.3,552,Real Estate,Bengaluru +30 other locations,"Work Life Balance, Job Security, Company Culture",
Bajaj Consumer Care,3.8,552,FMCG,Mumbai +111 other locations,"Company Culture, Work Life Balance, Salary & Benefits",Promotions / Appraisal
Innominds Software,3.2,552,IT Services & Consulting,Hyderabad +7 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
Sandoz,4.0,552,Pharma,Hyderabad +20 other locations,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
Unimoni,3.9,551,FinTech,Chennai +134 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Marelli,3.5,551,Auto Components,Gurugram +18 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Kirloskar Pneumatic,4.0,551,Industrial Machinery,Pune +22 other locations,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal
The Times of India,3.7,551,Media & Entertainment,New Delhi +53 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Western Refrigeration,3.8,551,Industrial Machinery,Vapi +41 other locations,"Job Security, Salary & Benefits",Company Culture
Navin Fluorine International,3.8,552,Chemicals,Surat +17 other locations,"Job Security, Salary & Benefits","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
MR.DIY,3.4,551,Retail,Mumbai +85 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Anudip Foundation,3.7,551,Non-Profit,Kolkata +62 other locations,"Promotions / Appraisal, Job Security",
Practo,3.0,550,Internet,Bengaluru +24 other locations,"Job Security, Promotions / Appraisal, Company Culture",
SAEL Industries Limited,3.9,551,Power,New Delhi +63 other locations,"Work Life Balance, Salary & Benefits",Promotions / Appraisal
General Motors,4.0,549,Automobile,Pune +36 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
FiveS Digital,3.4,549,BPO,Jamshedpur +27 other locations,"Salary & Benefits, Promotions / Appraisal, Job Security",
Bharat Fritz Werner,3.9,549,Industrial Machinery,Bengaluru +18 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Carlsberg,4.0,549,Beverage,Gurugram +67 other locations,"Salary & Benefits, Company Culture, Job Security",Promotions / Appraisal
Bharat Fritz Werner,3.9,549,Industrial Machinery,Bengaluru +18 other locations,Skill Development / Learning,"Promotions / Appraisal, Salary & Benefits"
Propertypistol Realty,3.8,548,Internet,Mumbai +25 other locations,Salary & Benefits,"Job Security, Promotions / Appraisal"
BLK Super Speciality Hospital,3.9,548,Healthcare,New Delhi +16 other locations,"Skill Development / Learning, Company Culture, Job Security",Promotions / Appraisal
Inox Wind,3.8,548,Power,Noida +41 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
NAV Backoffice,3.8,548,Accounting & Auditing,Jaipur +10 other locations,"Salary & Benefits, Promotions / Appraisal",
Craftsman Automation,3.8,547,Auto Components,Coimbatore +26 other locations,Salary & Benefits,"Company Culture, Work Life Balance, Promotions / Appraisal"
Enco Engineers Combine,3.7,547,Auto Components,Gurugram +17 other locations,"Promotions / Appraisal, Company Culture, Job Security",
GSPANN Technologies,4.1,548,IT Services & Consulting,Hyderabad +9 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
LendingKart,3.6,546,NBFC,Ahmedabad +46 other locations,"Promotions / Appraisal, Job Security, Work Satisfaction",
L & W Constructions,3.9,546,Engineering & Construction,Bengaluru +19 other locations,"Salary & Benefits, Skill Development / Learning",Promotions / Appraisal
Kellogg Brown and Root,4.1,545,Engineering & Construction,Chennai +36 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Offshore Infrastructures,4.2,544,Engineering & Construction,Mumbai +52 other locations,"Work Life Balance, Job Security, Work Satisfaction",
Maini Precision Products,3.4,544,Auto Components,Bengaluru +11 other locations,"Promotions / Appraisal, Job Security, Salary & Benefits",
Virtual Employee,3.3,544,Recruitment,Noida +22 other locations,"Promotions / Appraisal, Job Security, Skill Development / Learning",
Gayatri Projects,3.9,543,Engineering & Construction,Hyderabad +71 other locations,"Promotions / Appraisal, Job Security",
Hi Tech Gears,3.9,543,Auto Components,Bhiwadi +29 other locations,Work Life Balance,Promotions / Appraisal
Utility Powertech,3.8,543,Power,New Delhi +92 other locations,Work Life Balance,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Tracxn,2.7,543,Internet,Bengaluru +11 other locations,"Promotions / Appraisal, Skill Development / Learning, Job Security",
RAK Ceramics,3.8,542,Building Material,Mumbai +62 other locations,Salary & Benefits,Promotions / Appraisal
RuralShores,3.7,542,BPO,Bengaluru +47 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Sulzer,3.9,542,Industrial Machinery,Pune +25 other locations,Salary & Benefits,Promotions / Appraisal
WPP Media,3.6,543,Marketing & Advertising,Gurugram +27 other locations,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Roop Polymers,4.0,541,Auto Components,Gurugram +25 other locations,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Yokohama,3.6,541,Auto Components,Bahadurgarh +44 other locations,Job Security,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Unified Mentor,4.2,541,IT Services & Consulting,Bengaluru +44 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Fena,4.1,541,FMCG,New Delhi +87 other locations,"Company Culture, Work Life Balance, Job Security",
Dhani Healthcare,3.4,540,FinTech,Gurugram +81 other locations,"Job Security, Promotions / Appraisal, Company Culture",
Eicher Motors,4.1,540,Automobile,Indore +96 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
Macawber Beekay,4.2,540,Industrial Machinery,Noida +57 other locations,"Job Security, Salary & Benefits, Company Culture",
Bharti Infratel,4.7,539,Telecom,Gurugram +69 other locations,"Company Culture, Work Satisfaction, Skill Development / Learning",
AM Infoweb,3.8,539,BPO,Pune +8 other locations,"Skill Development / Learning, Salary & Benefits",
Hitachi Cash Management Services,3.3,539,Other,Mumbai +98 other locations,"Promotions / Appraisal, Company Culture, Work Satisfaction",
RadiSys,3.8,538,Telecom,Bengaluru +11 other locations,"Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Haldiram Snacks,3.9,538,Food Processing,Noida +68 other locations,Promotions / Appraisal,
Sanmina Sci,4.1,538,Electronics Manufacturing,Chennai +16 other locations,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Micron Electricals,4.1,537,Engineering & Construction,Bengaluru +18 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
Allianz Partners,3.7,537,Insurance,Gurugram +19 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Vestige,4.3,537,Fitness & Wellness,New Delhi +111 other locations,"Company Culture, Job Security, Skill Development / Learning",
Maxgen Technologies,4.5,537,IT Services & Consulting,Pune +8 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Sterling,4.0,537,Healthcare,Mumbai +64 other locations,"Work Life Balance, Job Security, Salary & Benefits",
Kidzee,3.9,536,EdTech,Kolkata +119 other locations,"Work Life Balance, Skill Development / Learning, Company Culture",Salary & Benefits
Cpf India,4.1,536,Food Processing,Bengaluru +59 other locations,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Insuremile,4.7,536,Internet,Bengaluru +16 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",
NMDC Limited,4.1,536,Metals & Mining,Jagdalpur +41 other locations,"Work Life Balance, Salary & Benefits, Work Satisfaction","Promotions / Appraisal, Job Security"
S P Singla Constructions,3.5,536,Engineering & Construction,Patna +63 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Premier Energies,4.0,536,Electronics Manufacturing,Hyderabad +26 other locations,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Magma General Insurance Limited,3.6,537,Insurance,Mumbai +87 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Scaler Academy,3.5,535,EdTech,Bengaluru +8 other locations,"Job Security, Promotions / Appraisal, Skill Development / Learning",
IKF Finance,4.0,536,NBFC,Hyderabad +129 other locations,"Work Life Balance, Salary & Benefits, Company Culture",
Regalix,2.7,535,Marketing & Advertising,Hyderabad +7 other locations,"Promotions / Appraisal, Job Security, Company Culture",
Dusters Total Solutions Services,3.9,535,Facility Management Services,Bengaluru +63 other locations,Work Life Balance,Promotions / Appraisal
RMC Readymix,3.6,535,Building Material,Mumbai +67 other locations,"Promotions / Appraisal, Work Satisfaction, Job Security",
Telenor,4.1,534,Telecom,Gurugram +115 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
CTS Consulting & Technical Support,3.7,534,Engineering & Construction,Chennai +31 other locations,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits",
Ralson Tyres Limited,3.7,534,Auto Components,Ludhiana +54 other locations,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",
Vimta Labs,3.5,534,Clinical Research,Hyderabad +30 other locations,"Promotions / Appraisal, Salary & Benefits, Company Culture",
Zycus Infotech,2.7,534,Software Product,Mumbai +9 other locations,"Promotions / Appraisal, Company Culture, Work Life Balance",
5paisa Capital Ltd.,4.1,534,Financial Services,Mumbai +9 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
Castrol,4.3,533,Petrochemicals,Mumbai +123 other locations,"Company Culture, Work Life Balance, Salary & Benefits",
FMC Corporation,3.9,532,Agro Chemicals,Bharuch +116 other locations,"Work Life Balance, Company Culture, Salary & Benefits",Promotions / Appraisal
My Home Constructions,4.3,532,Real Estate,Hyderabad +19 other locations,"Job Security, Work Life Balance, Company Culture",
Infiniti Research,3.4,532,Analytics & KPO,Bengaluru +8 other locations,"Company Culture, Work Satisfaction, Promotions / Appraisal",
Welspun Enterprises,4.2,533,Engineering & Construction,Mumbai +48 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Brigade Group,4.1,531,Real Estate,Bengaluru +11 other locations,"Company Culture, Job Security, Skill Development / Learning",
BOBCARD Ltd.,4.0,531,NBFC,Mumbai +108 other locations,"Work Life Balance, Job Security, Salary & Benefits",
DFM Foods,4.0,530,FMCG,New Delhi +79 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Reliance Life Sciences,3.6,530,Clinical Research,Mumbai +34 other locations,Job Security,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Zolo,3.3,531,Internet,Bengaluru +25 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
Uttar Pradesh Power Corporation,4.0,530,Power,Lucknow +89 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
DM Immigration Consultant,1.0,529,Other,Bengaluru +3 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Mecon,3.9,529,Metals & Mining,Ranchi +49 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
CompuCom,3.8,529,IT Services & Consulting,Pune +7 other locations,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Canon,3.9,529,Consumer Electronics & Appliances,Gurugram +66 other locations,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal
Satyam Auto Components,3.9,529,Auto Components,Gurugram +27 other locations,Job Security,Promotions / Appraisal
Wellness Forever Medicare,3.9,529,Retail,Mumbai +41 other locations,"Skill Development / Learning, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits"
Stock Holding Corporation of India,3.5,528,Financial Services,Mumbai +101 other locations,"Job Security, Work Life Balance","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
ExxonMobil,3.8,528,Oil & Gas,Bengaluru +38 other locations,"Salary & Benefits, Work Life Balance",Promotions / Appraisal
Systra Consulting,3.9,527,Engineering & Construction,New Delhi +40 other locations,Work Life Balance,Promotions / Appraisal
Emaar India Limited,3.6,527,Real Estate,Gurugram +18 other locations,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning",
